"Srid","RecommendationMode","EventDate","City","State","Country","Abstract","DateIssued","AddresseeDetails","IsMultipleRecipient","OverallStatus","OverallDateClosed","Recommendation","SR coding mode","SR coding tier 1","SR coding tier2","NtsbNo","Mkey","ReportNo","SrUrl","AccidentReportUrl"
"H-12-045","Highway","2012-12-11T05:00:00Z","Washington DC","District of Columbia","USA","This special investigation report looks at one of the most serious types of accidents that occur on our highways: these are collisions involving vehicles traveling the wrong way on high speed divided highways. The goal of this investigative project is to identify relevant safety recommendations to prevent wrong-way collisions on such highways and access ramps. The investigations included in this report take a focused view of the driver and highway issues affecting wrong-way collisions. 

The report is organized into four sections. Section 1, ""Wrong-Way Collisions,"" defines the problem, examines the National Transportation Safety Board (NTSB) history with these types of collisions and generally surveys the data and research concerning wrong-way driving collisions. Section 2, ""NTSB Investigations,"" summarizes nine NTSB wrong-way collision investigations. Section 3, ""Characterization of Wrong-Way Driving,"" considers the components of wrong-way collisions and uses data, research, and NTSB investigative work to summarize these types of collisions. Section 4, ""Countermeasures,"" provides recommendations to address wrong-way collisions. Those countermeasures are organized to address the following safety issues: 

Driver impairment, primarily from alcohol use, with consideration of older driver issues and possible drug involvement 
The need to establish—through traffic control devices and highway design—distinctly different views for motorists approaching entrance and exit ramps 
Monitoring and intervention programs for wrong-way collisions 
In-vehicle driver support systems","2012-12-26T05:00:00Z","State of Alabama | Closed - Acceptable Action | 6/21/2022;
State of California | Open - Unacceptable Response | NA;
State of Delaware | Closed - Acceptable Action | 6/21/2022;
State of Florida | Open Acceptable Alternate Response | NA;
State of Georgia | Open - Acceptable Response | NA;
State of Idaho | Closed - Acceptable Action | 6/21/2022;
State of Indiana | Open - Unacceptable Response | NA;
State of Iowa | Closed - Acceptable Action | 6/21/2022;
Commonwealth of Kentucky | Closed - Acceptable Action | 6/21/2022;
State of Maine | Open - Unacceptable Response | NA;
State of Maryland | Closed - Acceptable Action | 6/21/2022;
State of Michigan | Open - Unacceptable Response | NA;
State of Minnesota | Open Acceptable Alternate Response | NA;
State of Mississippi | Closed - Acceptable Action | 6/21/2022;
State of Montana | Open Acceptable Alternate Response | NA;
Commonwealth of Massachusetts | Open - Unacceptable Response | NA;
State of Nevada | Open - Acceptable Response | NA;
State of New Hampshire | Closed - Acceptable Action | 6/21/2022;
State of New Jersey | Closed - Acceptable Action | 6/21/2022;
State of North Carolina | Open Acceptable Alternate Response | NA;
State of North Dakota | Open - Unacceptable Response | NA;
State of Ohio | Open - Unacceptable Response | NA;
State of Oklahoma | Closed - Acceptable Action | 6/21/2022;
Commonwealth of Pennsylvania | Open - Unacceptable Response | NA;
State of Rhode Island | Open - Acceptable Response | NA;
State of South Carolina | Open Acceptable Alternate Response | NA;
State of South Dakota | Open - Unacceptable Response | NA;
State of Tennessee | Closed - Acceptable Action | 7/29/2013;
State of Texas | Closed - Acceptable Action | 6/21/2022;
State of Vermont | Closed - Acceptable Action | 6/21/2022;
State of West Virginia | Open Acceptable Alternate Response | NA;
State of Wisconsin | Open Acceptable Alternate Response | NA;
State of Wyoming | Open Acceptable Alternate Response | NA;
Commonwealth of Puerto Rico | Open - Unacceptable Response | NA;
District of Columbia | Closed - Acceptable Action | 6/21/2022;
","true","Open - Unacceptable Response","","TO 33 STATES, THE COMMONWEALTH OF PUERTO RICO, AND THE DISTRICT OF COLUMBIA: Enact laws to require the use of alcohol ignition interlock devices for all individuals convicted of driving while intoxicated (DWI) offenses.",,,,"WRONGWAYRPT","83056","SIR-12-01","https://data.ntsb.gov/carol-main-public/sr-details/H-12-045","https://www.ntsb.gov/safety/safety-studies/Pages/SIR1201.aspx"
"H-12-033","Highway","2012-05-15T04:00:00Z","Washington","District of Columbia","USA","The National Transportation Safety Board (NTSB) has long been concerned about alcohol-impaired driving, which accounts for approximately one-third of all US highway fatalities. Between 1982 and 1994, the percentage of fatally injured drivers with a blood alcohol concentration (BAC) greater than or equal to 0.08 decreased from 49 to 33 percent. However, since that time, there has been no further decline in the percentage, and efforts are needed to address this lack of progress. The NTSB has issued more than 120 safety recommendations on impaired driving since 1968, and “Addressing Alcohol-Impaired Driving” is on the NTSB’s Most Wanted List. The National Highway Traffic Safety Administration (NHTSA) estimates that alcohol-impaired driving in the United States continues to kill over 10,000 people yearly and to injure many more despite numerous federal, state, and local efforts.
The NTSB is also concerned about the growing problem of drug use by drivers. According to NHTSA, from 2005 to 2009, the proportion of fatally injured drivers who tested positive for drugs (illicit, prescription, and over-the-counter) rose from 13 to 18 percent. According to NHTSA’s 2007 National Roadside Survey, 16.3 percent of weekend nighttime drivers tested positive for drugs. The growing prevalence of drugged driving has also captured the attention of the White House Office of National Drug Control Policy, which cites the following principle in its 2011 National Drug Control Strategy: “Preventing drugged driving must become a national priority on par with preventing drunk driving.” 
In May 2012, the NTSB held a forum to identify the most effective, scientifically based actions needed to “reach zero” accidents resulting from substance-impaired driving. Numerous impaired driving countermeasures were discussed at the forum, including laws, enforcement strategies, adjudication programs, substance treatment programs, ignition interlocks, passive alcohol detection systems, and educational campaigns. Presenters discussed the merits and drawbacks of various countermeasures, as well as the challenges to reducing impaired driving. Reductions in accidents and injuries attributable to impaired driving are the ultimate measures of success. However, inadequate data collection and reporting in many states continue to limit our ability to understand and address the problem of impaired driving and to measure the effectiveness of countermeasures.","2012-11-21T05:00:00Z","NHTSA | Closed - Acceptable Action/Superseded | 1/12/2023;
","false","Closed - Acceptable Action/Superseded","2023-01-12T05:00:00Z","TO THE NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION: Develop and disseminate to appropriate state officials a common standard of practice for drug toxicology testing, including (1) the circumstances under which tests should be conducted, (2) a minimum set of drugs for which to test, and (3) cutoff values for reporting the results. (Superseded by Safety Recommendation H-22-33)",,,,"DCA12SS003","82779","","https://data.ntsb.gov/carol-main-public/sr-details/H-12-033","https://www.ntsb.gov/investigations/Pages/DCA12SS003.aspx"
"H-12-020","Highway","2011-03-12T15:38:00Z","New York City","New York","USA","On March 12, 2011, about 5:38 a.m., a 1999 Prevost 56-passenger motorcoach, operated by World Wide Travel of Greater New York, headquartered in Brooklyn, was traveling southbound on Interstate 95, en route from the Mohegan Sun Casino in Uncasville, Connecticut, to New York City, and carrying 32 passengers. While in the vicinity of mile marker 3.2, the motorcoach departed from the travel lanes to the right, driving over the rumble strips on the right shoulder edge. The motorcoach then crossed over the 10-foot-wide paved shoulder and struck a strong-post W-beam guardrail, traveling about 480 feet alongside and on the guardrail, before finally overturning 90° onto its right side and flattening the guardrail. The front of the vehicle subsequently collided with a vertical highway signpost consisting of two vertical 8-inch-diameter steel tubular poles linked by cross-beam diagonal metal supports. The front roof also collided with a steel electrical box mounted to the sign support structure. After the motorcoach struck the support structure and electrical box, the two poles entered the passenger compartment along the base of the passenger windows as the vehicle slid forward. The impact resulted in the roof panel being torn from the bus body for almost the entire length of the bus. As a result of this accident, 15 passengers were killed, 17 passengers received serious-to-minor injuries, and the bus driver received minor injuries.","2012-07-12T04:00:00Z","NHTSA | Open - Unacceptable Response | NA;
","false","Open - Unacceptable Response","","TO THE NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION: Develop performance standards for advanced speed-limiting technology, such as variable speed limiters and intelligent speed adaptation devices, for heavy vehicles, including trucks, buses, and motorcoaches.",,,,"HWY11MH005","78536","HAR-12-01","https://data.ntsb.gov/carol-main-public/sr-details/H-12-020","https://www.ntsb.gov/investigations/Pages/HWY11MH005.aspx"
"H-12-021","Highway","2011-03-12T15:38:00Z","New York City","New York","USA","On March 12, 2011, about 5:38 a.m., a 1999 Prevost 56-passenger motorcoach, operated by World Wide Travel of Greater New York, headquartered in Brooklyn, was traveling southbound on Interstate 95, en route from the Mohegan Sun Casino in Uncasville, Connecticut, to New York City, and carrying 32 passengers. While in the vicinity of mile marker 3.2, the motorcoach departed from the travel lanes to the right, driving over the rumble strips on the right shoulder edge. The motorcoach then crossed over the 10-foot-wide paved shoulder and struck a strong-post W-beam guardrail, traveling about 480 feet alongside and on the guardrail, before finally overturning 90° onto its right side and flattening the guardrail. The front of the vehicle subsequently collided with a vertical highway signpost consisting of two vertical 8-inch-diameter steel tubular poles linked by cross-beam diagonal metal supports. The front roof also collided with a steel electrical box mounted to the sign support structure. After the motorcoach struck the support structure and electrical box, the two poles entered the passenger compartment along the base of the passenger windows as the vehicle slid forward. The impact resulted in the roof panel being torn from the bus body for almost the entire length of the bus. As a result of this accident, 15 passengers were killed, 17 passengers received serious-to-minor injuries, and the bus driver received minor injuries.","2012-07-12T04:00:00Z","NHTSA | Open - Unacceptable Response | NA;
","false","Open - Unacceptable Response","","TO THE NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION: After establishing performance standards for advanced speed-limiting technology for heavy commercial vehicles, require that all newly manufactured heavy vehicles be equipped with such devices.",,,,"HWY11MH005","78536","HAR-12-01","https://data.ntsb.gov/carol-main-public/sr-details/H-12-021","https://www.ntsb.gov/investigations/Pages/HWY11MH005.aspx"
"R-12-034","Railroad","2010-01-26T06:40:00Z","Rockville","Maryland","USA","On January 26, 2010, 1:40 a.m., a hi-rail vehicle—a truck or automobile that can be operated on either highways or rails—operating southbound about 0.9 miles north of the Washington Metropolitan Area Transit Authority (WMATA) Rockville Metro Station struck and fatally injured two automatic train control (ATC) technicians who were working on the right-of-way (ROW) replacing an impedance bond between the tracks. The hi-rail vehicle was traveling down the track in the reverse gear at about 13 mph.

The National Transportation Safety Board (NTSB) determined that the probable cause of the accident was inadequate safeguards by WMATA to protect roadway workers from approaching hi-rail vehicles, and to ensure hi-rail operators were aware of any wayside work being performed. Contributing to the accident was the inadequate communication of vital information concerning ongoing work by the Operations Control Center (OCC); the lack of an appropriate and effective lookout by the hi-rail vehicle operator and crew to carefully observe the track on approach; and the ineffective lookout for trains and/or hi-rail vehicles on the part of the ATC technicians.","2012-06-01T04:00:00Z","FTA | Closed - Acceptable Action | 4/1/2022;
","false","Closed - Acceptable Action","2022-04-01T04:00:00Z","TO THE FEDERAL TRANSIT ADMINISTRATION: Issue guidelines to advise transit agencies and state oversight agencies on how to effectively implement, oversee, and audit the requirements of 49 Code of Federal Regulations Section 659.19(r) using industry best practices, industry voluntary standards, and appropriate elements from 49 Code of Federal RegulationsPart214, Subpart C—Roadway Worker Protection.",,,,"DCA10FR003","75308","RAR-12-04","https://data.ntsb.gov/carol-main-public/sr-details/R-12-034","https://www.ntsb.gov/investigations/Pages/DCA10FR003.aspx"
"R-12-035","Railroad","2010-01-26T06:40:00Z","Rockville","Maryland","USA","On January 26, 2010, 1:40 a.m., a hi-rail vehicle—a truck or automobile that can be operated on either highways or rails—operating southbound about 0.9 miles north of the Washington Metropolitan Area Transit Authority (WMATA) Rockville Metro Station struck and fatally injured two automatic train control (ATC) technicians who were working on the right-of-way (ROW) replacing an impedance bond between the tracks. The hi-rail vehicle was traveling down the track in the reverse gear at about 13 mph.

The National Transportation Safety Board (NTSB) determined that the probable cause of the accident was inadequate safeguards by WMATA to protect roadway workers from approaching hi-rail vehicles, and to ensure hi-rail operators were aware of any wayside work being performed. Contributing to the accident was the inadequate communication of vital information concerning ongoing work by the Operations Control Center (OCC); the lack of an appropriate and effective lookout by the hi-rail vehicle operator and crew to carefully observe the track on approach; and the ineffective lookout for trains and/or hi-rail vehicles on the part of the ATC technicians.","2012-06-01T04:00:00Z","FTA | Closed - Acceptable Action | 4/1/2022;
","false","Closed - Acceptable Action","2022-04-01T04:00:00Z","TO THE FEDERAL TRANSIT ADMINISTRATION: Emphasize the effective implementation and oversight of 49 Code of Federal Regulations Section 659.19(r) as part of your safety oversight program audits.",,,,"DCA10FR003","75308","RAR-12-04","https://data.ntsb.gov/carol-main-public/sr-details/R-12-035","https://www.ntsb.gov/investigations/Pages/DCA10FR003.aspx"
"M-12-003","Marine","2010-05-08T17:18:00Z","Staten Island, NY","New York","USA","On Saturday, May 8, 2010, at 0918 eastern daylight time, the 310-foot-long passenger ferry Andrew J. Barberi, owned and operated by the New York City Department of Transportation (NYC DOT) Ferry Division, allided with the terminal structure at slip No. 5 at the St. George terminal, Staten Island, New York. Eighteen crewmembers, 2 New York City police officers, 2 concessionaires, and 244 passengers were on board. As a result of the allision, 3 passengers sustained serious injuries; 47 passengers, crew, and others reported minor injuries. The damage to the vessel and the terminal structure totaled $182,238.1

The National Transportation Safety Board (NTSB) determines that the probable cause of the accident was a solenoid failure, which caused a loss of propulsion control of one of the vessel’s two cycloidal propellers. Contributing to the accident was the propulsion system’s lack of a propeller pitch deviation alarm, which was not required by regulation, but which would have alerted the pilothouse crew to the loss of propulsion control and permitted prompt action.","2012-05-24T04:00:00Z","USCG | Open - Acceptable Response | NA;
","false","Open - Acceptable Response","","TO THE UNITED STATES COAST GUARD: Require all operators of U.S.-flag passenger vessels to implement safety management systems, taking into account the characteristics, methods of operation, and nature of service of these vessels, and, with respect to ferries, the sizes of the ferry systems within which the vessels operate. (Supersedes Safety Recommendation M-05-006)",,,,"DCA10MM017","75960","MAR-12-01","https://data.ntsb.gov/carol-main-public/sr-details/M-12-003","https://www.ntsb.gov/investigations/Pages/DCA10MM017.aspx"
"R-12-023","Railroad","2011-04-17T04:00:00Z","Red Oak","Iowa","USA","On April 17, 2011, about 6:55 a.m. central daylight time, eastbound BNSF Railway (BNSF) coal train C-BTMCNMO-26, BNSF 9159 East, travelling about 23 mph, collided with the rear end of standing BNSF maintenance-of-way (MOW) equipment train U-BRGCRI-15, BNSF 9470 East, near Red Oak, Iowa. The accident occurred near milepost (MP) 448.3 on main track number two on the Creston Subdivision of the BNSF Nebraska Division. The collision resulted in the derailment of 2 locomotives and 12 cars. As a result of collision forces, the lead locomotive's modular crew cab was detached, partially crushed, and involved in a subsequent diesel fuel fire. Both crewmembers on the striking train were fatally injured. Damage was in excess of $8.7 million. The National Transportation Safety Board (NTSB) determined that the probable cause of the accident was the failure of the crew of the striking train to comply with the signal indication requiring them to operate in accordance with restricted speed requirements and stop short of the standing train because they had fallen asleep due to fatigue resulting from their irregular work schedules and their medical conditions. Contributing to the accident was the absence of a positive train control system that identifies the rear of a train and stops a following train if a safe braking profile is exceeded. Contributing to the severity of collision damage to the locomotive cab of the striking coal train was the absence of crashworthiness standards for modular locomotive crew cabs.","2012-05-10T04:00:00Z","Association of American Railroads | Open - Acceptable Response | NA;
","false","Open - Acceptable Response","","TO THE ASSOCIATION OF AMERICAN RAILROADS: Revise Association of American Railroads Standard S-580 to provide protection for the occupants of isolated operating cabs in the event of a collision, and make the revision applicable to all locomotives, including those newly constructed, rebuilt, refurbished, and overhauled.",,,,"DCA11FR002","78890","RAR-12-02","https://data.ntsb.gov/carol-main-public/sr-details/R-12-023","https://www.ntsb.gov/investigations/Pages/DCA11FR002.aspx"
"H-11-039","Highway","2010-08-05T19:11:00Z","Gray Summit","Missouri","USA","On Thursday morning, August 5, 2010, in Gray Summit, Missouri, traffic slowed in the approach to an active work zone on eastbound Interstate 44 (1-44), as motor vehicles merged from the closed left lane to the right lane. A 2007 Volvo truck-tractor with no trailer was traveling eastbound in the right lane and had slowed or stopped behind traffic. About 10: 11 a.m. central daylight time, a 2007 GMC Sierra extended cab pickup truck merged from the left to the right lane and struck the rear of the Volvo tractor. This collision was the first in a series of three. A convoy of two school buses from St. James High School, St. James, Missouri, was traveling eastbound in the right lane of 1-44, approaching the slowed traffic and the collision ahead. Their destination was the Six Flags St. Louis amusement park in Eureka, Missouri. The lead bus was a 71-passenger school bus, occupied by 23 passengers. Following closely behind the lead bus was a 72-passenger school bus, occupied by 31 passengers. Seconds after the lead bus passed a motorcoach that had pulled over and stopped on the shoulder, it struck the rear of the GMC pickup. This collision-the second in the series-pushed the pickup forward, overturning it onto the back of the Volvo tractor. The front of the lead bus was ramped upward, as it came to rest on top of the GMC pickup and the Volvo tractor. Moments later, the following school bus struck the right rear of the lead bus.

As a result of this accident sequence, the driver of the GMC pickup and one passenger seated in the rear of the lead school bus were killed. Atotal of35 passengers from both buses, the 2 bus drivers, and the driver of the Volvo tractor received injuries ranging from minor to serious. Eighteen people were uninjured.

The National Transportation Safety Board (NTSB) determined that the probable cause of the initial Gray Summit collision was distraction, likely due to a text messaging conversation being conducted by the GMC pickup driver, which resulted in his failure to notice and react to a Volvo tractor that had slowed or stopped in response to a queue that had developed in a work zone. The second collision, between the lead school bus and the GMC pickup, was the result of the bus driver's inattention to the forward roadway due to excessive focus on a motorcoach parked on the shoulder of the road. The final collision was due to the driver of the following school bus not maintaining the recommended minimum distance from the lead school bus in the seconds preceding the accident. Contributing to the severity of the accident was the lack of forward collision warning systems on the two school buses.

As a result of this investigation, the NTSB urges the Federal Motor Carrier Safety Administration (FMCSA) to take action on four previously issued safety recommendations that were intended to prevent accidents and save lives. The two reiterated and reclassified safety recommendations address the placement of video event recorders (VER) in all heavy commercial vehicles and motor carrier review of that information. In addition, the NTSB reiterates two safety recommendations on the medical oversight of interstate commercial drivers.","2012-02-08T05:00:00Z","State of Alabama | Open - Acceptable Response | NA;
State of Alaska | Open - Unacceptable Response | NA;
State of Arizona | Open - Unacceptable Response | NA;
State of Arkansas | Open - Unacceptable Response | NA;
State of California | Open - Unacceptable Response | NA;
State of Colorado | Open Acceptable Alternate Response | NA;
State of Connecticut | Open - Acceptable Response | NA;
State of Delaware | Open - Unacceptable Response | NA;
District of Columbia | Open - Unacceptable Response | NA;
State of Florida | Open - Unacceptable Response | NA;
State of Georgia | Open - Acceptable Response | NA;
State of Hawaii | Open - Acceptable Response | NA;
State of Idaho | Open - Acceptable Response | NA;
State of Illinois | Open Acceptable Alternate Response | NA;
State of Indiana | Open - Unacceptable Response | NA;
State of Iowa | Open Acceptable Alternate Response | NA;
State of Kansas | Open Acceptable Alternate Response | NA;
Commonwealth of Kentucky | Open Acceptable Alternate Response | NA;
State of Louisiana | Open - Acceptable Response | NA;
State of Maine | Open - Unacceptable Response | NA;
State of Maryland | Open - Unacceptable Response | NA;
Commonwealth of Massachusetts | Open - Acceptable Response | NA;
State of Michigan | Open - Acceptable Response | NA;
State of Minnesota | Open - Unacceptable Response | NA;
State of Mississippi | Open Acceptable Alternate Response | NA;
State of Missouri | Open Acceptable Alternate Response | NA;
State of Montana | Open Acceptable Alternate Response | NA;
State of Nebraska | Open Acceptable Alternate Response | NA;
State of Nevada | Open Acceptable Alternate Response | NA;
State of New Hampshire | Open - Unacceptable Response | NA;
State of New Jersey | Open - Acceptable Response | NA;
State of New Mexico | Open - Unacceptable Response | NA;
State of New York | Open Acceptable Alternate Response | NA;
State of North Carolina | Open - Acceptable Response | NA;
State of North Dakota | Open - Unacceptable Response | NA;
State of Ohio | Open - Acceptable Response | NA;
State of Oklahoma | Open Acceptable Alternate Response | NA;
State of Oregon | Open Acceptable Alternate Response | NA;
Commonwealth of Pennsylvania | Open - Acceptable Response | NA;
State of Rhode Island | Open Acceptable Alternate Response | NA;
State of South Carolina | Open Acceptable Alternate Response | NA;
State of South Dakota | Open - Unacceptable Response | NA;
State of Tennessee | Open Acceptable Alternate Response | NA;
State of Texas | Open Acceptable Alternate Response | NA;
State of Utah | Open - Acceptable Response | NA;
State of Vermont | Open Acceptable Alternate Response | NA;
Commonwealth of Virginia | Open - Unacceptable Response | NA;
State of Washington | Open - Unacceptable Response | NA;
State of West Virginia | Open Acceptable Alternate Response | NA;
State of Wyoming | Open - Unacceptable Response | NA;
State of Wisconsin | Open Acceptable Alternate Response | NA;
","true","Open - Unacceptable Response","","TO THE 50 STATES AND THE DISTRICT OF COLUMBIA: (1) Ban the nonemergency use of portable electronic devices (other than those designed to support the driving task) for all drivers; (2) use the National Highway Traffic Safety Administration model of high visibility enforcement to support these bans; and (3) implement targeted communication campaigns to inform motorists of the new law and enforcement, and to warn them of the dangers associated with the nonemergency use of portable electronic devices while driving. (Supersedes Safety Recommendation H-03-008 and H-11-029)",,,,"HWY10MH018","76863","HAR-11-03","https://data.ntsb.gov/carol-main-public/sr-details/H-11-039","https://www.ntsb.gov/investigations/Pages/HWY10MH018.aspx"
"M-11-023","Marine","2010-06-21T04:00:00Z","Washington","District of Columbia","USA","The NTSB has long been concerned about the high rate of vessel losses and fatalities in the U.S. commercial fishing industry. In the United States, deaths averaged 158 per 100,000 commercial fishing workers from 1992 to 2008, compared with an average of 4 fatalities per 100,000 workers in all occupations nationwide.1 The Bureau of Labor Statistics ranked commercial fishing the most dangerous occupation in the United States for 2007, 2008, 2009, and 2010.2 
To focus attention on safety issues in this industry, the NTSB convened a public forum on fishing vessel safety on October 13–14, 2010, at its headquarters in Washington, DC.3 The forum was structured as a series of six topical panels, each consisting of experts who represented a diverse mix of industry perspectives and provided comments, data, and recommendations addressing the following topics: 

Identification of safety problems within the commercial fishing industry 

Vessel issues related to safety 

Lifesaving equipment 

Safety training for commercial fishermen 

Fisheries management impacts on safety 

Perspectives of fishermen on safety 

Safety issues that emerged during forum discussions as most significant in reducing the unacceptable rate of vessel losses and fatalities included the following: 

Vessel stability, subdivision, and watertight integrity for vessels 79 feet or less in length 

Crew knowledge and ability to apply stability principles while operating a vessel 

Requirements for flotation aids 

Requirements for personnel retrieval gear 

Training and competence in responding to emergencies and deploying survival equipment","2011-11-07T05:00:00Z","USCG | Open - Unacceptable Response | NA;
","false","Open - Unacceptable Response","","TO THE UNITED STATES COAST GUARD: Establish standards for new and existing commercial fishing industry vessels of 79 feet or less in length that (1) address intact stability, subdivision, and watertight integrity and (2) include periodic reassessment of the vessels’ stability and watertight integrity.",,,,"FISHGVSLFORUM","76394","","https://data.ntsb.gov/carol-main-public/sr-details/M-11-023","https://www.ntsb.gov/investigations/Pages/FISHGVSLFORUM.aspx"
"M-11-024","Marine","2010-06-21T04:00:00Z","Washington","District of Columbia","USA","The NTSB has long been concerned about the high rate of vessel losses and fatalities in the U.S. commercial fishing industry. In the United States, deaths averaged 158 per 100,000 commercial fishing workers from 1992 to 2008, compared with an average of 4 fatalities per 100,000 workers in all occupations nationwide.1 The Bureau of Labor Statistics ranked commercial fishing the most dangerous occupation in the United States for 2007, 2008, 2009, and 2010.2 
To focus attention on safety issues in this industry, the NTSB convened a public forum on fishing vessel safety on October 13–14, 2010, at its headquarters in Washington, DC.3 The forum was structured as a series of six topical panels, each consisting of experts who represented a diverse mix of industry perspectives and provided comments, data, and recommendations addressing the following topics: 

Identification of safety problems within the commercial fishing industry 

Vessel issues related to safety 

Lifesaving equipment 

Safety training for commercial fishermen 

Fisheries management impacts on safety 

Perspectives of fishermen on safety 

Safety issues that emerged during forum discussions as most significant in reducing the unacceptable rate of vessel losses and fatalities included the following: 

Vessel stability, subdivision, and watertight integrity for vessels 79 feet or less in length 

Crew knowledge and ability to apply stability principles while operating a vessel 

Requirements for flotation aids 

Requirements for personnel retrieval gear 

Training and competence in responding to emergencies and deploying survival equipment","2011-11-07T05:00:00Z","USCG | Open - Unacceptable Response | NA;
","false","Open - Unacceptable Response","","TO THE UNITED STATES COAST GUARD: Require all owners, masters, and chief engineers of commercial fishing industry vessels to receive training and demonstrate competency in vessel stability, watertight integrity, subdivision, and use of vessel stability information regardless of plans for implementing the other training provisions of the 2010 Coast Guard Authorization Act.",,,,"FISHGVSLFORUM","76394","","https://data.ntsb.gov/carol-main-public/sr-details/M-11-024","https://www.ntsb.gov/investigations/Pages/FISHGVSLFORUM.aspx"
"M-11-027","Marine","2010-06-21T04:00:00Z","Washington","District of Columbia","USA","The NTSB has long been concerned about the high rate of vessel losses and fatalities in the U.S. commercial fishing industry. In the United States, deaths averaged 158 per 100,000 commercial fishing workers from 1992 to 2008, compared with an average of 4 fatalities per 100,000 workers in all occupations nationwide.1 The Bureau of Labor Statistics ranked commercial fishing the most dangerous occupation in the United States for 2007, 2008, 2009, and 2010.2 
To focus attention on safety issues in this industry, the NTSB convened a public forum on fishing vessel safety on October 13–14, 2010, at its headquarters in Washington, DC.3 The forum was structured as a series of six topical panels, each consisting of experts who represented a diverse mix of industry perspectives and provided comments, data, and recommendations addressing the following topics: 

Identification of safety problems within the commercial fishing industry 

Vessel issues related to safety 

Lifesaving equipment 

Safety training for commercial fishermen 

Fisheries management impacts on safety 

Perspectives of fishermen on safety 

Safety issues that emerged during forum discussions as most significant in reducing the unacceptable rate of vessel losses and fatalities included the following: 

Vessel stability, subdivision, and watertight integrity for vessels 79 feet or less in length 

Crew knowledge and ability to apply stability principles while operating a vessel 

Requirements for flotation aids 

Requirements for personnel retrieval gear 

Training and competence in responding to emergencies and deploying survival equipment","2011-11-07T05:00:00Z","USCG | Open - Unacceptable Response | NA;
","false","Open - Unacceptable Response","","TO THE UNITED STATES COAST GUARD: Require all crewmembers to provide certification of completion of safety training before getting under way on commercial fishing industry vessels, such training to include both prevention of and proper response to emergency situations as well as actual use of emergency equipment.",,,,"FISHGVSLFORUM","76394","","https://data.ntsb.gov/carol-main-public/sr-details/M-11-027","https://www.ntsb.gov/investigations/Pages/FISHGVSLFORUM.aspx"
"P-11-010","Pipeline","2010-09-09T04:00:00Z","San Bruno","California","USA","On September 9, 2010, about 6:11 p.m. Pacific daylight time,1 a 30-inch-diameter underground natural gas transmission pipeline (which is identified by the company as Line 132), owned and operated by Pacific Gas and Electric Company (PG&E), ruptured in a residential area in San Bruno, California. The accident killed eight people, injured many more, and caused substantial property damage. The rupture on Line 132 occurred near mile point 39.28, at the intersection of Earl Avenue and Glenview Drive in San Bruno. About 47.6 million standard cubic feet of natural gas were released as a result of the rupture. The released natural gas was ignited after the rupture; the subsequent explosion created a crater about 72 feet long by 26 feet wide, and the resulting fire destroyed 38 homes and damaged 70. A ruptured pipe segment about 28 feet long was found about 100 feet away from the crater.","2011-09-26T04:00:00Z","PHMSA | Open Acceptable Alternate Response | NA;
","false","Open Acceptable Alternate Response","","TO THE PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATION: Require that all operators of natural gas transmission and distribution pipelines equip their supervisory control and data acquisition systems with tools to assist in recognizing and pinpointing the location of leaks, including line breaks; such tools could include a real-time leak detection system and appropriately spaced flow and pressure transmitters along covered transmission lines.","Pipeline, Pipeline, Pipeline, Pipeline, Pipeline, Pipeline","Equipment / Facilities, Equipment / Facilities, Equipment / Facilities, Equipment / Facilities, Equipment / Facilities, Equipment / Facilities","Distribution equipment / facilities, Pipeline documentation, Pipeline systems, Recorder systems, SCADA equipment / facilities, Communication equipment / facilities","DCA10MP008","77250","PAR-11-01","https://data.ntsb.gov/carol-main-public/sr-details/P-11-010","https://www.ntsb.gov/investigations/Pages/DCA10MP008.aspx"
